id_user,ds_user_city,ds_institution,ts_firstaccess,ts_lastaccess,n_days_since_firstaccess,n_days_since_lastaccess,n_assignments_flagged,n_assignments_mapped,n_forum_discussions_posted,n_quiz_abandoned,n_quiz_finished,vl_avg_quiz_speed,vl_avg_graded_quiz_speed,vl_quiz_performance,n_interval_using,n_days_using,vl_avg_daily_activity,vl_user_engagement_by_interval,vl_user_engagement_intra_day,n_user_interactions,n_days_discussion_engagement,n_days_quiz_engagement,n_discussion_engagement,n_quiz_engagement,n_questions_answered,n_questions_rigth,n_questions_wrong,n_questions_partial,vl_user_performance,vl_avg_questions_by_day,vl_grades_engagement,n_items_graded,n_items_not_responded,vl_grade_average,n_code_submissions,vl_avg_code_submissions,vl_submissions_by_days_active
12184,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12185,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12186,Passo Fundo,,1692907332,1698107804,68,8,0,0,0,0,10,662.3000,662.3000,97.084870848,60,4,10.1148,NULL,NULL,4,3,3,59,229,84,72,5,1,0.989138758,17.0000,1.5000,34,29,0.9848262058824,70,70.0000,35.0000
12187,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12188,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12189,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12190,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12191,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12192,Passo Fundo,,1696189456,1697725725,30,12,0,0,0,0,0,NULL,NULL,NULL,18,3,1.0000,NULL,NULL,3,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12193,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12194,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12195,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12196,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12197,Passo Fundo,,1695926690,1698531597,33,3,0,0,0,0,2,864527.5000,864527.5000,NULL,30,11,12.1290,35.4839,34.1818,11,2,5,27,95,63,39,16,0,0.990950235,0.8000,0.3000,8,55,0.9903846250000,0,NULL,NULL
12198,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12199,Passo Fundo,,1692741631,1692743306,70,70,0,0,0,0,2,748.0000,748.0000,NULL,0,1,66.0000,NULL,NULL,1,0,1,0,48,58,44,12,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
12200,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12201,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12202,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12236,,,1692728720,1698512020,70,3,0,0,0,0,1,734554.0000,734554.0000,NULL,67,7,8.5147,NULL,NULL,7,3,3,7,40,37,1,0,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
12238,,,1692731621,1693211713,70,64,0,0,0,0,0,NULL,NULL,NULL,6,2,3.1429,NULL,NULL,2,0,1,0,3,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12239,,,1692744355,1693998891,70,55,0,0,0,0,2,1033.5000,1033.5000,NULL,15,7,11.7500,NULL,NULL,7,1,2,1,43,58,40,16,0,1.000000000,1.6667,1.0000,5,58,1.0000000000000,0,NULL,NULL
12240,,,1692744534,1696675111,70,24,0,14,0,0,1,111.0000,111.0000,NULL,46,6,1.7872,NULL,NULL,6,1,2,1,34,44,1,0,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
12241,,,1692744999,1697677342,70,13,0,0,0,0,0,NULL,NULL,NULL,57,2,0.1034,NULL,NULL,2,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12242,,,1692747175,1692747309,70,70,0,0,0,0,0,NULL,NULL,NULL,0,1,7.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12243,,,1692747844,1693240263,70,64,0,0,0,0,0,NULL,NULL,NULL,6,2,1.5714,NULL,NULL,2,1,0,1,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12244,,,1692748787,1692748894,70,70,0,0,0,0,0,NULL,NULL,NULL,0,1,4.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12246,,,1692749050,1693265685,70,64,0,0,0,0,3,1463.6667,1463.6667,NULL,6,5,38.8571,NULL,NULL,5,4,4,19,112,60,53,6,0,1.000000000,3.6667,1.3333,11,52,1.0000000000000,0,NULL,NULL
12248,,,1692750144,1698445813,70,4,0,0,0,0,1,191.0000,191.0000,NULL,66,4,4.2388,NULL,NULL,4,2,1,5,20,33,1,0,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
12250,,,1692751795,1692818974,70,69,0,0,0,0,0,NULL,NULL,NULL,1,2,11.0000,NULL,NULL,2,0,1,0,5,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12269,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12270,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12271,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12272,Passo Fundo,,1692821395,1692905369,69,68,0,0,0,0,0,NULL,NULL,NULL,1,2,9.5000,NULL,NULL,2,1,1,1,3,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12273,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12274,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12275,Passo Fundo,,1693102380,1696112007,66,31,0,0,0,0,2,2054.0000,2054.0000,NULL,35,7,4.6944,NULL,NULL,7,4,4,12,53,56,44,9,1,0.985294118,0.2667,0.1667,8,55,0.9843750000000,0,NULL,NULL
12276,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12277,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12278,Passo Fundo,,1692820151,1694980872,69,44,0,0,0,0,2,1079371.0000,1079371.0000,NULL,25,4,3.8846,NULL,NULL,4,1,4,1,44,58,44,10,1,0.920000000,0.0800,0.0800,2,61,0.9000000000000,0,NULL,NULL
12279,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12280,Passo Fundo,,1692908638,1698692059,68,1,0,0,0,0,2,46002.5000,46002.5000,NULL,67,12,7.2206,17.6471,40.9167,12,4,6,69,99,60,48,8,1,0.978378378,0.2687,0.1343,18,45,0.9777777777778,0,NULL,NULL
12281,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12282,Passo Fundo,,1693227920,1693228016,64,64,0,0,0,0,0,NULL,NULL,NULL,0,1,4.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12283,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12284,Passo Fundo,,1693259240,1697464394,64,15,0,0,0,0,5,1045.2000,1045.2000,66.211180124,49,14,9.0400,28.0000,32.2857,14,5,4,17,164,66,49,13,1,0.961013649,0.5000,0.2500,24,39,0.9849537083333,110,55.0000,36.6667
12285,Passo Fundo,,1695914425,1698090649,33,8,0,0,0,0,0,NULL,NULL,NULL,25,2,0.7308,NULL,NULL,2,1,0,4,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12286,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12287,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12288,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12289,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12290,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12291,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12292,Passo Fundo,,1693864920,1698632336,57,2,0,0,0,0,4,2372931.7500,2372931.7500,NULL,55,2,2.6429,NULL,NULL,2,0,2,0,107,57,50,5,1,1.000000000,NULL,NULL,2,61,1.0000000000000,0,NULL,NULL
12293,Passo Fundo,,1693868082,1698713717,57,1,0,0,0,0,2,445438.5000,445438.5000,NULL,56,6,1.8947,NULL,NULL,6,0,3,0,60,58,46,9,1,1.000000000,0.1667,0.1667,2,61,1.0000000000000,0,NULL,NULL
12294,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12295,Passo Fundo,,1698590034,1698717200,2,1,0,0,0,0,2,1544.5000,1544.5000,NULL,1,2,36.5000,NULL,NULL,2,1,1,1,49,60,47,9,1,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
12296,Passo Fundo,,1692902617,1692904385,68,68,0,0,0,0,1,18.0000,18.0000,NULL,0,1,58.0000,NULL,NULL,1,0,1,0,34,45,1,0,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
12297,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12405,Passo Fundo,,1693318917,1696779481,63,23,0,0,0,0,2,952.0000,952.0000,NULL,40,5,3.5366,NULL,NULL,5,1,1,4,46,59,51,4,1,1.000000000,0.2250,0.1000,9,54,1.0000000000000,0,NULL,NULL
12406,Passo Fundo,,1693436303,1697656553,62,13,0,0,1,0,2,1454.5000,1454.5000,NULL,49,12,4.7800,24.0000,19.9167,12,2,2,36,49,59,39,18,0,0.882544308,0.1667,0.1111,6,57,0.8727563333333,0,NULL,NULL
12407,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,0,1,1.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12408,Passo Fundo,,1693359554,1693359711,63,63,0,0,0,0,0,NULL,NULL,NULL,0,1,7.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12411,,,1693187526,1697039366,65,20,0,0,0,0,0,NULL,NULL,NULL,45,2,0.6739,NULL,NULL,2,0,1,0,1,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12416,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12417,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12418,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12419,,,1693270861,1694627795,64,48,0,0,0,0,0,NULL,NULL,NULL,16,4,1.2353,NULL,NULL,4,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12461,,,1693416630,1695263931,62,41,0,0,0,0,10,463.2000,463.2000,92.472324723,21,11,27.3182,50.0000,54.6364,11,6,5,27,226,80,71,5,1,0.962329485,2.5000,0.6429,35,28,0.9735137142857,20,2.5000,5.0000
12462,,,1693417848,1695244469,62,41,0,0,0,0,0,NULL,NULL,NULL,21,4,1.0909,NULL,NULL,4,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12463,,,1693420067,1694043401,62,55,0,0,0,0,0,NULL,NULL,NULL,7,2,3.2500,NULL,NULL,2,0,1,0,14,0,1,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12464,,,1693420750,1694620177,62,48,0,0,0,0,0,NULL,NULL,NULL,14,3,3.5333,NULL,NULL,3,1,1,4,14,0,1,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12466,,,1693425901,1693426106,62,62,0,0,0,0,0,NULL,NULL,NULL,0,1,8.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12467,,,1693428019,1694470591,62,50,0,0,0,0,2,131278.5000,131278.5000,NULL,12,3,9.0769,NULL,NULL,3,1,2,11,49,58,40,16,0,1.000000000,0.6667,0.6667,2,61,1.0000000000000,0,NULL,NULL
12468,,,1693428249,1693429510,62,62,0,0,0,0,0,NULL,NULL,NULL,0,1,19.0000,NULL,NULL,1,1,0,3,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12469,,,1693428635,1693428635,62,62,0,0,0,0,0,NULL,NULL,NULL,0,1,3.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12470,,,1693431887,1695918883,62,33,0,0,0,0,0,NULL,NULL,NULL,29,2,0.6000,NULL,NULL,2,0,1,0,1,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12471,,,1693432203,1697749355,62,12,0,0,2,0,7,51493.8571,51493.8571,73.076923076,50,14,12.6471,27.4510,46.0714,14,6,5,42,224,71,59,8,1,0.998474435,1.5556,0.5556,28,35,0.9981202857143,98,49.0000,32.6667
12472,,,1693436751,1698188737,62,7,0,0,2,0,3,1543.0000,1543.0000,NULL,55,16,17.6607,28.5714,61.8125,16,9,6,59,90,117,81,29,1,0.840236615,0.1765,0.1765,6,57,0.8269230000000,0,NULL,NULL
12474,,,1693439646,1693439789,62,62,0,0,0,0,0,NULL,NULL,NULL,0,1,3.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12475,,,1693441279,1693441279,62,62,0,0,0,0,0,NULL,NULL,NULL,0,1,3.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12476,,,1693441326,1695919230,62,33,0,0,0,0,0,NULL,NULL,NULL,29,2,0.5000,NULL,NULL,2,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12480,,,1693486068,1693486068,61,61,0,0,0,0,0,NULL,NULL,NULL,0,1,4.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12481,Passo Fundo,,1694097360,1697553145,54,14,0,0,2,0,13,1287.6923,1287.6923,81.556122448,40,12,24.1463,29.2683,82.5000,12,6,6,77,387,116,99,10,1,0.986152000,3.0833,0.6667,37,26,0.9844048648649,26,13.0000,8.6667
12482,Passo Fundo,,1693506617,1698768347,61,0,0,0,0,0,2,1295969.0000,1295969.0000,NULL,61,15,4.0806,24.1935,16.8667,15,1,6,1,74,58,43,13,0,0.964285714,0.0909,0.0909,3,60,0.9583333333333,0,NULL,NULL
12483,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12484,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12485,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12486,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12487,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12488,Passo Fundo,,1693602276,1693602276,60,60,0,0,0,0,0,NULL,NULL,NULL,0,1,5.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12489,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12490,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12491,Passo Fundo,,1694049392,1698540185,55,3,0,0,0,0,7,15158.0000,15158.0000,88.863636363,52,19,13.4151,35.8491,37.4211,19,6,8,38,241,68,54,11,1,0.971331768,0.7568,0.3784,28,35,0.9646766428571,162,20.2500,32.4000
12492,Passo Fundo,,1693512477,1698143533,61,7,0,0,0,0,5,21238.8000,21238.8000,32.182741116,54,6,14.5636,NULL,NULL,6,4,4,34,126,60,43,15,1,0.977817535,0.4884,0.0930,21,42,0.9772893809524,0,NULL,NULL
12493,Passo Fundo,,1693504613,1695924247,61,33,0,0,0,0,2,925.0000,925.0000,NULL,28,3,2.6897,NULL,NULL,3,0,3,0,38,60,39,17,1,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
12494,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12495,Passo Fundo,,1693801598,1698682484,57,1,0,0,0,0,2,1579.0000,1579.0000,NULL,56,3,1.9825,NULL,NULL,3,0,1,0,68,60,49,7,1,1.000000000,NULL,NULL,2,61,1.0000000000000,0,NULL,NULL
12496,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12497,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12498,Passo Fundo,,1693953769,1695940465,56,33,0,0,0,0,2,10867.5000,10867.5000,NULL,23,2,3.8333,NULL,NULL,2,0,1,0,46,56,37,15,1,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
12499,Passo Fundo,,1693578285,1695604973,60,37,0,0,0,0,3,1528.6667,1528.6667,NULL,23,13,18.0417,54.1667,33.3077,13,4,1,37,62,59,41,15,1,0.972268121,0.8421,0.4211,16,47,0.9714015000000,0,NULL,NULL
12500,Passo Fundo,,1694965112,1698781727,44,0,0,0,0,0,16,43409.0625,43409.0625,70.632183908,44,25,31.1556,55.5556,56.0800,25,10,15,39,829,117,72,18,1,0.984369232,1.2647,0.5000,43,20,0.9910405503876,35,3.5000,4.3750
12501,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12502,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12503,Passo Fundo,,1695922359,1695922359,33,33,0,0,0,0,0,NULL,NULL,NULL,0,1,3.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12504,Passo Fundo,,1693491000,1694213261,61,53,0,0,0,0,2,3548.5000,3548.5000,NULL,8,6,13.7778,NULL,NULL,6,1,2,2,64,58,45,9,1,0.920000000,0.5000,0.5000,2,61,0.9000000000000,0,NULL,NULL
12505,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12506,Passo Fundo,,1693504104,1698672419,61,1,0,0,2,0,11,135863.0000,135863.0000,87.160120845,60,27,24.1475,44.2623,54.5556,27,9,12,83,775,85,71,9,1,0.993015867,0.7255,0.3529,37,26,0.9921171081081,542,23.5652,67.7500
12507,Passo Fundo,,1695913768,1695914061,33,33,0,0,0,0,0,NULL,NULL,NULL,0,1,5.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12508,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12509,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12510,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12511,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12512,Passo Fundo,,1693850228,1696254278,57,29,0,0,0,0,2,2173.0000,2173.0000,NULL,28,9,6.3448,NULL,NULL,9,3,1,11,55,57,44,9,1,0.985294118,0.2857,0.2143,8,55,0.9843750000000,0,NULL,NULL
12513,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12514,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12515,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
12516,Passo Fundo,,1695925056,1695942718,33,33,0,0,0,0,0,NULL,NULL,NULL,0,1,3.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
