id_user,ds_user_city,ds_institution,ts_firstaccess,ts_lastaccess,n_days_since_firstaccess,n_days_since_lastaccess,n_assignments_flagged,n_assignments_mapped,n_forum_discussions_posted,n_quiz_abandoned,n_quiz_finished,vl_avg_quiz_speed,vl_avg_graded_quiz_speed,vl_quiz_performance,n_interval_using,n_days_using,vl_avg_daily_activity,vl_user_engagement_by_interval,vl_user_engagement_intra_day,n_user_interactions,n_days_discussion_engagement,n_days_quiz_engagement,n_discussion_engagement,n_quiz_engagement,n_questions_answered,n_questions_rigth,n_questions_wrong,n_questions_partial,vl_user_performance,vl_avg_questions_by_day,vl_grades_engagement,n_items_graded,n_items_not_responded,vl_grade_average,n_code_submissions,vl_avg_code_submissions,vl_submissions_by_days_active
13223,Passo Fundo,,1695667680,1695750548,36,35,0,0,0,0,0,NULL,NULL,NULL,1,2,6.5000,NULL,NULL,2,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13224,Passo Fundo,,1695752917,1698712396,35,1,0,0,0,0,2,1123426.0000,1123426.0000,NULL,34,4,2.7714,NULL,NULL,4,2,3,3,57,58,46,8,1,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
13225,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13226,Passo Fundo,,1695755147,1696752798,35,23,0,0,0,0,1,829228.0000,829228.0000,NULL,12,4,6.0769,NULL,NULL,4,2,3,3,29,0,1,0,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
13227,Passo Fundo,,1696424093,1697489488,27,15,0,0,0,0,3,1052.3333,1052.3333,NULL,14,3,5.7333,NULL,NULL,3,1,1,8,48,58,44,13,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
13228,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13229,Passo Fundo,,1695413476,1695413476,39,39,0,0,0,0,0,NULL,NULL,NULL,0,1,4.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13230,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13231,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13232,Passo Fundo,,1695923018,1695924891,33,33,0,0,0,0,2,783.0000,783.0000,NULL,27,3,2.7500,NULL,NULL,3,1,1,1,52,58,43,12,1,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
13233,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13234,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13235,,,1695411521,1697565816,39,14,0,0,0,0,1,233.0000,233.0000,NULL,25,4,2.0769,NULL,NULL,4,1,2,4,16,0,1,0,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
13258,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13259,Passo Fundo,,1695840088,1698612674,34,2,0,0,0,0,7,3390.7143,3390.7143,88.915662650,32,18,16.1515,54.5455,29.6111,18,6,5,24,202,69,50,16,1,0.990427354,0.8387,0.3871,26,37,0.9880341923077,144,72.0000,48.0000
13260,Passo Fundo,,1696958826,1698712278,21,1,0,0,0,0,2,5958.0000,5958.0000,NULL,20,10,34.6190,NULL,NULL,10,3,1,28,57,59,50,5,1,1.000000000,1.1667,0.6667,7,56,1.0000000000000,0,NULL,NULL
13261,Passo Fundo,,1695909694,1696534678,33,26,0,0,0,0,0,NULL,NULL,NULL,7,2,0.3750,NULL,NULL,2,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13262,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13263,Passo Fundo,,1695659223,1696185620,36,30,0,0,0,0,2,329.5000,329.5000,NULL,6,2,7.7143,NULL,NULL,2,0,2,0,36,56,38,17,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
13264,Passo Fundo,,1695682460,1697677102,36,13,0,0,0,0,10,37006.1000,37006.1000,60.000000000,23,8,73.6667,NULL,NULL,8,6,6,59,650,76,58,15,1,0.996024202,6.8000,1.0000,34,29,0.9947963823529,93,31.0000,31.0000
13265,Passo Fundo,,1695922139,1695922139,33,33,0,0,0,0,0,NULL,NULL,NULL,0,1,5.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13266,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13267,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13268,Passo Fundo,,1695654542,1698783976,36,0,0,0,0,0,16,5994.4375,5994.4375,72.485768500,36,22,34.5676,59.4595,58.1364,22,7,10,57,591,100,82,11,0,0.979310345,1.2571,0.4000,44,43,0.9886363636364,99,6.6000,19.8000
13269,Passo Fundo,,1695673496,1698692811,36,1,0,0,0,0,4,1060.0000,1060.0000,93.243243243,35,8,12.1667,NULL,NULL,8,5,3,22,150,65,55,6,1,0.994897959,0.6000,0.2000,21,42,0.9940476190476,12,NULL,12.0000
13270,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13271,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13272,Passo Fundo,,1695918731,1696401292,33,27,0,0,0,0,0,NULL,NULL,NULL,6,3,1.7143,NULL,NULL,3,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13273,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,0,1,2.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13274,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13379,,,1695840015,1695840015,34,34,0,0,0,0,0,NULL,NULL,NULL,0,1,1.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
13387,,,1695842429,1695842429,34,34,0,0,0,0,0,NULL,NULL,NULL,7,2,0.5000,NULL,NULL,2,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14014,,,1695861360,1698591990,34,2,0,0,0,0,2,255.5000,255.5000,NULL,32,5,7.5455,NULL,NULL,5,3,2,18,28,57,39,15,1,0.958884303,0.6154,0.1538,16,47,0.9575994375000,0,NULL,NULL
14034,,,1695919471,1696581804,33,25,0,0,0,0,0,NULL,NULL,NULL,8,2,1.4444,NULL,NULL,2,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14043,,,1695928132,1695928132,33,33,0,0,0,0,0,NULL,NULL,NULL,0,1,1.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14045,,,1695932483,1697390156,33,16,0,0,0,0,2,1782.0000,1782.0000,NULL,17,5,8.5556,NULL,NULL,5,1,2,4,53,59,53,2,1,0.950000000,1.2000,0.4000,6,57,0.9458333333333,0,NULL,NULL
14048,,,1696001771,1698508324,32,3,0,0,0,0,2,347.5000,347.5000,NULL,29,3,2.3000,NULL,NULL,3,0,1,0,46,54,41,12,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
14049,,,1696006698,1696006698,32,32,0,0,0,0,0,NULL,NULL,NULL,0,1,1.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14062,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14063,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14064,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14065,Passo Fundo,,1696205053,1696454981,30,27,0,0,0,0,0,NULL,NULL,NULL,3,2,2.0000,NULL,NULL,2,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14066,Passo Fundo,,1696018980,1698588032,32,2,0,0,0,0,8,109588.5000,109588.5000,96.515837104,30,4,17.9355,NULL,NULL,4,2,4,25,210,74,66,5,1,0.989730642,1.5000,0.1500,30,33,0.9861363666667,22,NULL,22.0000
14067,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14068,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14069,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14070,Passo Fundo,,1696266241,1698338039,29,5,0,0,0,0,2,610.0000,610.0000,NULL,24,12,15.6400,48.0000,32.5833,12,3,3,48,44,57,38,16,1,0.987232033,0.9130,0.3478,21,66,0.9814560476190,1,NULL,1.0000
14071,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14072,Passo Fundo,,1696018581,1696810841,32,23,0,0,0,0,2,316.0000,316.0000,NULL,9,3,8.7000,NULL,NULL,3,0,1,0,34,44,33,7,1,1.000000000,0.6667,0.6667,2,61,1.0000000000000,0,NULL,NULL
14073,Passo Fundo,,1698437929,1698437929,4,4,0,0,0,0,0,NULL,NULL,NULL,22,2,0.2609,NULL,NULL,2,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14074,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14075,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14076,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14077,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14078,Passo Fundo,,1696117251,1698329981,31,5,0,0,0,0,1,59.0000,59.0000,NULL,26,6,12.0741,NULL,NULL,6,1,2,12,21,14,1,0,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
14079,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14511,,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14512,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,0,1,2.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14513,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14514,Passo Fundo,,1696789978,1698086949,23,8,0,0,0,0,0,NULL,NULL,NULL,15,2,0.5000,NULL,NULL,2,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14515,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14516,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14517,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14518,Passo Fundo,,1698684072,1698684072,1,1,0,0,0,0,0,NULL,NULL,NULL,0,1,2.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14519,Passo Fundo,,1696349922,1696376556,28,28,0,0,0,0,2,1078.0000,1078.0000,NULL,0,1,73.0000,NULL,NULL,1,0,1,0,53,59,50,5,1,1.000000000,NULL,NULL,2,61,1.0000000000000,0,NULL,NULL
14520,Passo Fundo,,1696468582,1696470349,27,27,0,0,0,0,1,108.0000,108.0000,NULL,0,1,93.0000,NULL,NULL,1,1,1,2,61,44,1,0,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
14521,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14522,Passo Fundo,,1696354411,1696802704,28,23,0,0,0,0,0,NULL,NULL,NULL,5,2,3.0000,NULL,NULL,2,0,1,0,8,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14523,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14524,Passo Fundo,,1696384942,1696385039,28,28,0,0,0,0,0,NULL,NULL,NULL,0,1,5.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14525,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14526,Passo Fundo,,1696359787,1698339186,28,5,0,0,0,0,2,991.0000,991.0000,NULL,23,11,13.7917,45.8333,30.0909,11,4,2,24,65,57,42,11,1,0.996428571,0.7727,0.3636,17,46,0.9963235294118,2,NULL,2.0000
14527,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14528,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14529,Passo Fundo,,1697934173,1697934244,10,10,0,0,0,0,0,NULL,NULL,NULL,0,1,7.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14530,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14531,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14532,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14533,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14534,Passo Fundo,,1696354275,1696354275,28,28,0,0,0,0,0,NULL,NULL,NULL,0,1,5.0000,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14535,Passo Fundo,,1696342207,1696359281,28,28,0,0,0,0,2,66.0000,66.0000,NULL,0,1,32.0000,NULL,NULL,1,0,1,0,23,0,2,0,0,1.000000000,NULL,NULL,1,62,1.0000000000000,0,NULL,NULL
14536,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14537,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14538,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
14757,,,1696428209,1698434987,27,4,0,0,0,0,2,256678.0000,256678.0000,NULL,23,5,3.9583,NULL,NULL,5,1,3,1,46,59,47,8,1,0.920000000,0.1538,0.1538,2,61,0.9000000000000,0,NULL,NULL
14945,Passo Fundo,,1697444054,1698608289,15,2,0,0,0,0,2,571643.5000,571643.5000,NULL,13,2,5.2857,NULL,NULL,2,0,2,0,39,59,44,11,1,0.920000000,0.1538,0.1538,2,61,0.9000000000000,0,NULL,NULL
14946,Passo Fundo,,0,0,19662,19662,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL
15308,,,1696869169,1698588512,22,2,0,0,0,0,5,95553.0000,32871.5000,31.560283687,20,11,27.7619,52.3810,53.0000,11,6,5,25,200,58,41,14,1,0.935975610,1.6667,0.5000,20,43,0.9343750000000,7,NULL,7.0000
