id,idade,genero,escolaridade,cor_pele,renda_familiar,renda_sabe,pessoas_casa,con_1,con_2,con_3,con_4,con_5,con_6,linguagem_programacao,horas_eletronicos_dia,conhecimento_info_total,scr_itens_casa,suporte_escolar_total,autocons,autogest_mot,cons_soc,tom_dec,mindset_sum,tpcr_total
825,"14,00",1,3,2,4,"1,00",4,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","6,00","3,00","13,00","3,67","4,25","4,67","3,67","4,67","5,50","2,00"
440,"12,00",#NULL!,1,2,3,"1,00",4,"0,00","0,00","0,00","1,00","0,00","1,00","0,00","14,00","2,00","9,00","3,67","4,25","3,67",#NULL!,#NULL!,"6,50","7,00"
662,"14,00",#NULL!,3,4,3,"1,00",5,"1,00","1,00","0,00","1,00","1,00","0,00","1,00","9,00","5,00","14,00","4,00","4,25","4,33","4,33","3,67","5,75",#NULL!
833,"14,00",#NULL!,3,2,3,"1,00",2,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","12,00","6,00","11,00",#NULL!,"4,25","4,33","3,83","4,00",#NULL!,"15,00"
5,"13,00",2,3,2,3,"1,00",3,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","5,00","3,00","10,00","5,00","4,75","4,67","4,50","3,00","7,00",#NULL!
37,"13,00",2,3,6,3,"1,00",6,"0,00","0,00","0,00","1,00","1,00","0,00",#NULL!,#NULL!,#NULL!,"6,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
118,"13,00",2,2,6,3,"1,00",1,"0,00","0,00","1,00","0,00","0,00","0,00","0,00","2,00","1,00","4,00","3,67","4,25","5,00",#NULL!,"4,00","3,75",#NULL!
185,"13,00",2,3,2,3,"1,00",2,"0,00","1,00","0,00","1,00","1,00","0,00","1,00","6,00","4,00","9,00","2,00","3,75","4,33","3,67","2,67","6,25",#NULL!
202,"12,00",2,1,5,3,"1,00",1,"0,00","1,00","0,00","0,00","0,00","0,00","0,00","2,00","1,00","6,00",#NULL!,"3,75","3,33","4,50","4,33","5,25","10,00"
205,"13,00",2,3,2,3,"1,00",2,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","8,00","3,00","17,00","4,33","3,75","4,67","4,00","3,33","4,50",#NULL!
212,"15,00",2,4,2,3,"1,00",1,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","9,00","4,00","16,00","2,67","3,25","3,67","3,83","3,67","5,50",#NULL!
231,"14,00",2,3,2,3,"1,00",2,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","3,00","4,00","8,00",#NULL!,"3,50","4,00","3,17","3,67","4,25","13,00"
252,"11,00",2,1,4,3,"1,00",2,"1,00","0,00","0,00","0,00","0,00","0,00","0,00",#NULL!,"1,00","18,00","2,67",#NULL!,"5,00","3,67","3,67","6,50",#NULL!
282,"13,00",2,2,6,3,"1,00",6,"1,00","0,00","1,00","1,00","1,00","0,00","1,00",#NULL!,"5,00","4,00",#NULL!,#NULL!,"3,00","4,00",#NULL!,"7,00",#NULL!
375,"13,00",2,3,6,3,"1,00",2,"1,00","0,00","0,00","0,00","1,00","0,00","0,00","3,00","2,00","11,00",#NULL!,"3,00","4,00",#NULL!,"2,33","6,00","5,00"
377,"15,00",2,4,2,3,"1,00",3,"0,00","0,00","0,00","0,00","1,00","0,00","1,00",#NULL!,"2,00","3,00","3,33","4,50","5,00","3,67",#NULL!,"6,00",#NULL!
434,"12,00",2,2,2,3,"1,00",3,"0,00","0,00","0,00","1,00","1,00","1,00","0,00","4,00","3,00","17,00",#NULL!,"3,25","4,33","3,33","3,33","6,75","9,00"
469,"14,00",2,4,2,3,"1,00",3,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","7,00","4,00","17,00",#NULL!,"4,25","3,33","3,50","4,33","5,50",#NULL!
511,"14,00",2,3,4,3,"1,00",3,"1,00","1,00","0,00","1,00","1,00","0,00","0,00","6,00","4,00","9,00",#NULL!,"4,00","4,00","4,00","4,00","6,00",#NULL!
547,"14,00",2,4,2,3,"1,00",1,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","8,00","3,00","9,00","3,33","3,75","4,00","3,50","3,00","4,75","12,00"
560,"14,00",2,4,#NULL!,3,"1,00",3,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","4,00","6,00","12,00","4,00","4,75","4,33","4,33","3,67","6,00",#NULL!
573,"11,00",2,1,4,3,"1,00",1,"1,00","1,00","0,00","1,00","1,00","1,00","1,00","8,00","6,00","8,00",#NULL!,"4,75","4,67","4,17","5,00","6,50","10,00"
576,"14,00",2,3,4,3,"1,00",5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
592,"13,00",2,3,2,3,"1,00",4,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","15,00","2,00","17,00",#NULL!,"4,50","4,67","3,83","3,67","6,00","10,00"
632,"11,00",2,1,2,3,"1,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","5,00","3,00","8,00","4,00","4,75","4,00","3,33",#NULL!,"6,00",#NULL!
660,"12,00",2,3,4,3,"1,00",2,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","5,00","4,00","18,00",#NULL!,"4,00","4,33","4,17","3,67","7,00",#NULL!
664,"14,00",2,3,4,3,"1,00",3,"0,00","0,00","0,00","1,00","0,00","0,00","1,00","1,00","2,00","7,00",#NULL!,"3,75","5,00","4,33",#NULL!,"5,00","12,00"
679,"13,00",2,3,4,3,"1,00",3,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","2,00","2,00","12,00","4,00","5,00","4,33","3,67","4,00","6,00","11,00"
763,"13,00",2,3,6,3,"1,00",3,"0,00","0,00","0,00","1,00","0,00","0,00","1,00","2,00","2,00","13,00","3,33","4,00","4,33",#NULL!,"2,33","2,50",#NULL!
787,"12,00",2,2,3,3,"1,00",4,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","2,00","3,00","13,00",#NULL!,"4,00","4,00","4,83","3,00","5,75","12,00"
812,"14,00",2,4,2,3,"1,00",5,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","15,00","4,00","10,00",#NULL!,"3,50","4,33","3,67","3,33","4,00",#NULL!
815,"12,00",2,2,4,3,"1,00",4,"1,00","1,00","1,00","1,00","1,00","1,00",#NULL!,"2,00",#NULL!,"13,00","4,00","3,75","4,33","4,00","3,33","6,00",#NULL!
829,"11,00",2,1,2,3,"1,00",3,"1,00","0,00","0,00","1,00","1,00","0,00","1,00","7,00","4,00","13,00",#NULL!,"4,25","5,00","3,83","4,00","5,50",#NULL!
24,"14,00",1,4,4,3,"1,00",4,"0,00","1,00","1,00","1,00","1,00","0,00","1,00","2,00","5,00","12,00",#NULL!,"4,75","4,33","4,33","4,00","5,25","17,00"
80,"11,00",1,1,2,3,"1,00",3,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","7,00","5,00","13,00","4,67","5,00","5,00","4,50","4,67","6,50","15,00"
110,"13,00",1,3,2,3,"1,00",3,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","5,00","5,00","11,00",#NULL!,"4,75","4,00","3,67","3,33","7,00","17,00"
111,"14,00",1,3,2,3,"1,00",2,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","6,00","4,00","9,00",#NULL!,"4,50","4,33","4,17","3,67","6,75",#NULL!
122,"13,00",1,3,2,3,"1,00",5,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","4,00","3,00","13,00","3,33","4,00","4,00","3,83","2,67","6,75","13,00"
133,"13,00",1,3,2,3,"1,00",4,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","4,00","2,00","10,00",#NULL!,"4,25","4,67","3,50","3,67","5,50",#NULL!
146,"14,00",1,2,2,3,"1,00",3,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","5,00",#NULL!,#NULL!,"3,00",#NULL!,"3,00",#NULL!,#NULL!
216,"11,00",1,1,2,3,"1,00",2,"1,00","1,00","0,00","1,00","1,00","0,00","0,00","18,00","4,00","16,00",#NULL!,"4,00","4,33","4,50","3,67","6,50","7,00"
270,"14,00",1,3,4,3,"1,00",1,"0,00","1,00","0,00","1,00","1,00","0,00","0,00","12,00","3,00","7,00","3,33","3,50","2,67","4,17","3,33","5,00",#NULL!
278,"13,00",1,2,4,3,"1,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","12,00","2,00","13,00",#NULL!,"4,50","4,67","4,00","3,33","6,25",#NULL!
313,"13,00",1,2,4,3,"1,00",1,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","6,00","3,00","8,00","4,33","3,50","4,33","4,33","4,67","6,50","10,00"
330,"13,00",1,3,2,3,"1,00",3,"0,00","0,00","0,00","0,00","1,00","0,00","0,00","4,00","1,00","11,00","3,67","4,00","4,00","4,33","3,33","4,75",#NULL!
366,"14,00",1,4,2,3,"1,00",6,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","20,00","4,00","13,00",#NULL!,#NULL!,#NULL!,#NULL!,"2,67","2,75","14,00"
383,"14,00",1,4,2,3,"1,00",4,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","4,00","3,00","10,00",#NULL!,"3,25","3,33","3,83","4,67","5,50","7,00"
410,"13,00",1,3,4,3,"1,00",3,"0,00","1,00","1,00","1,00","1,00","1,00","1,00","9,00","6,00","12,00",#NULL!,"3,50","3,00","3,33","2,33","4,50","6,00"
418,"14,00",1,3,2,3,"1,00",1,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","4,00","4,00","9,00","4,33","4,00","4,00","3,83","4,67","6,50",#NULL!
421,"12,00",1,1,2,3,"1,00",3,"1,00","1,00","0,00","1,00","1,00","0,00","1,00","3,00","5,00","12,00","3,67","4,25","4,67",#NULL!,"3,67","5,00","6,00"
427,"13,00",1,3,2,3,"1,00",1,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","5,00","4,00","15,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
499,"12,00",1,2,2,3,"1,00",1,"0,00","0,00","0,00","1,00","1,00","1,00","0,00","3,00","3,00","11,00","3,33","4,25","4,00","3,50","4,00","5,75",#NULL!
514,"14,00",1,3,2,3,"1,00",3,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","4,00","3,00","9,00","3,33","4,00","3,67","3,33",#NULL!,"5,75","14,00"
524,"12,00",1,2,2,3,"1,00",3,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","6,00","4,00","14,00","3,67","3,25","3,00","2,50","3,00","3,75",#NULL!
534,"15,00",1,4,2,3,"1,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","6,00","2,00","14,00",#NULL!,"3,00","2,33","3,00","2,67","5,25",#NULL!
564,"11,00",1,1,2,3,"1,00",4,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","6,00","5,00","13,00","3,33","3,75","4,67","4,67","4,00","7,00","14,00"
569,"14,00",1,4,2,3,"1,00",1,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","7,00","3,00","9,00",#NULL!,"3,75","4,33","4,17","3,33","6,00","10,00"
580,"14,00",1,4,2,3,"1,00",4,"0,00","0,00","0,00","0,00","1,00","0,00","0,00","4,00","1,00","8,00",#NULL!,#NULL!,"3,33",#NULL!,#NULL!,"2,50",#NULL!
618,"12,00",1,2,4,3,"1,00",3,"0,00","0,00","0,00","1,00","0,00","0,00","1,00","8,00","2,00","17,00","4,33","3,75","3,67","4,00","3,33","5,75","10,00"
638,"13,00",1,2,2,3,"1,00",3,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","9,00","6,00","21,00",#NULL!,"2,50","3,67",#NULL!,"4,67","4,75",#NULL!
696,"11,00",1,1,4,3,"1,00",3,"1,00","0,00","0,00","1,00","0,00","0,00","0,00","20,00","2,00","16,00",#NULL!,"4,00","4,00","4,17","4,00","5,75",#NULL!
731,"14,00",1,4,4,3,"1,00",3,"1,00","0,00","1,00","1,00","1,00","1,00","1,00","15,00","6,00","12,00",#NULL!,"4,25","4,33",#NULL!,"4,00","5,75","9,00"
739,"15,00",1,4,4,3,"1,00",2,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","5,00","3,00","7,00",#NULL!,"4,50","3,67","3,67","3,67","6,75","7,00"
752,"14,00",1,3,1,3,"1,00",2,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","13,00","1,00","9,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"1,25","3,00"
774,"11,00",1,1,2,3,"1,00",3,"1,00","1,00","0,00","1,00","1,00","1,00","1,00","10,00","6,00","13,00","3,67","5,00","5,00","4,83",#NULL!,"6,50","4,00"
791,"12,00",1,2,2,3,"1,00",6,"0,00","0,00","0,00","1,00","0,00","1,00","1,00","1,00","3,00","10,00",#NULL!,#NULL!,"4,67","4,00","3,67","6,00",#NULL!
828,"14,00",1,3,4,3,"1,00",3,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","4,00","4,00","18,00",#NULL!,"4,75","4,00","3,67",#NULL!,"5,25",#NULL!
834,"14,00",1,3,4,3,"1,00",3,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","3,00","7,00","15,00",#NULL!,#NULL!,"4,33",#NULL!,#NULL!,"5,75",#NULL!
849,"14,00",1,4,4,3,"1,00",4,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","20,00","4,00","13,00",#NULL!,#NULL!,"3,67",#NULL!,"5,00","7,00","11,00"
852,"14,00",1,4,2,3,"1,00",3,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","4,00","3,00","11,00","3,33","4,00","4,67","4,33","4,00","6,75","17,00"
150,"13,00",#NULL!,3,2,2,"1,00",1,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","7,00","5,00","8,00","3,00","2,00",#NULL!,"3,67","2,33","4,50","15,00"
602,"15,00",#NULL!,4,2,2,"1,00",2,"1,00","0,00","1,00","1,00","1,00","1,00","1,00","12,00","6,00","4,00",#NULL!,"4,00",#NULL!,"3,00","3,67","5,00","9,00"
666,"11,00",#NULL!,1,1,2,"1,00",5,"1,00","1,00","1,00","0,00","0,00","0,00","0,00",#NULL!,"3,00","2,00","3,33","3,75",#NULL!,#NULL!,#NULL!,"2,50","6,00"
2,"11,00",2,1,2,2,"1,00",2,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","8,00","6,00","11,00",#NULL!,"4,75","5,00","3,50","3,67","4,25","9,00"
4,"13,00",2,3,4,2,"1,00",5,"0,00","0,00","1,00","1,00","1,00","1,00","0,00","1,00","4,00","16,00","3,33","4,50","4,67",#NULL!,"3,00","6,50",#NULL!
47,"11,00",2,1,2,2,"1,00",2,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","10,00","6,00","10,00","3,33","2,75","3,33",#NULL!,"2,67","6,00","12,00"
50,"13,00",2,2,2,2,"1,00",7,"0,00","0,00","1,00","1,00","0,00","0,00","1,00","10,00","3,00","14,00",#NULL!,"2,50","3,67","3,33","3,00","6,75","13,00"
66,"13,00",2,3,4,2,"1,00",3,"0,00","1,00","0,00","1,00","1,00","0,00","1,00",#NULL!,"4,00","16,00","4,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
82,"13,00",2,3,2,2,"1,00",4,"0,00","1,00","0,00","0,00","0,00","0,00","0,00",#NULL!,"1,00","11,00",#NULL!,"4,50","4,67","3,83","3,33","7,00",#NULL!
98,"14,00",2,3,2,2,"1,00",2,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","4,00","3,00","19,00","4,33","3,50","4,33","4,00","2,67","6,00","6,00"
120,"13,00",2,3,4,2,"1,00",2,"1,00","1,00","0,00","0,00","0,00","0,00","1,00","1,00","3,00","14,00","1,67","4,25","5,00",#NULL!,"4,67","5,25",#NULL!
189,"14,00",2,3,2,2,"1,00",2,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","5,00","5,00","16,00",#NULL!,"4,00","4,00","4,00","3,67","4,75",#NULL!
191,"11,00",2,1,2,2,"1,00",5,"0,00","0,00","0,00","1,00","0,00","0,00","1,00","1,00","2,00","5,00","2,00","4,75","4,00","3,33","4,33","6,00",#NULL!
203,"13,00",2,3,4,2,"1,00",3,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","10,00","2,00","10,00","4,00","5,00","5,00","4,50","2,33","2,25",#NULL!
204,"12,00",2,2,1,2,"1,00",1,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","7,00","1,00","12,00",#NULL!,"3,75","3,67","3,17","2,67","5,25",#NULL!
210,"13,00",2,3,2,2,"1,00",3,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","6,00","4,00","16,00",#NULL!,"4,75","5,00","4,00","4,00","6,00",#NULL!
214,"13,00",2,2,2,2,"1,00",6,"1,00","1,00","0,00","0,00","0,00","0,00","1,00","4,00","3,00","9,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"1,50","6,00"
240,"14,00",2,4,2,2,"1,00",4,"0,00","0,00","1,00","1,00","1,00","0,00",#NULL!,#NULL!,#NULL!,"13,00",#NULL!,#NULL!,"4,33",#NULL!,#NULL!,#NULL!,"17,00"
247,"14,00",2,4,4,2,"1,00",4,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","6,00","6,00","12,00","4,67","3,25","4,33","3,50","3,33","6,50",#NULL!
310,"14,00",2,3,2,2,"1,00",2,"0,00","1,00","1,00","1,00","1,00","0,00","0,00","3,00","4,00","8,00",#NULL!,"4,25","4,67","3,33","3,67","6,75","9,00"
315,"12,00",2,2,2,2,"1,00",4,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","6,00","4,00","9,00",#NULL!,"3,00","3,00","3,83","3,00","4,25",#NULL!
328,"13,00",2,3,2,2,"1,00",2,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","17,00","6,00","13,00","4,33","3,75","3,00","4,00",#NULL!,"5,50",#NULL!
369,"14,00",2,3,2,2,"1,00",2,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","1,00","3,00","16,00","3,00","3,50","4,33","3,17","2,00","5,50",#NULL!
370,"14,00",2,3,2,2,"1,00",1,"0,00","0,00","0,00","0,00","1,00","0,00","1,00","12,00","2,00","12,00",#NULL!,"4,25","4,67","3,83","4,33","6,00",#NULL!
376,"14,00",2,3,2,2,"1,00",4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"11,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
378,"11,00",2,1,2,2,"1,00",2,"1,00","1,00","0,00","1,00","1,00","0,00","0,00","5,00","4,00","10,00","4,67","3,75","4,67","3,83","3,33","6,75",#NULL!
459,"11,00",2,1,2,2,"1,00",3,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","7,00","3,00","12,00","3,33","4,50","4,67","4,17","3,00","7,00","12,00"
468,"13,00",2,3,2,2,"1,00",4,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","6,00","2,00","18,00","5,00","4,75","4,00","3,83","4,00","6,50",#NULL!
476,"13,00",2,1,4,2,"1,00",5,"0,00","0,00","0,00","1,00","1,00","0,00","0,00",#NULL!,"2,00","5,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
493,"11,00",2,1,2,2,"1,00",4,"0,00","0,00","0,00","1,00","1,00","1,00","0,00",#NULL!,"3,00","7,00","2,67","3,50","5,00","3,83",#NULL!,"1,25","9,00"
509,"11,00",2,1,2,2,"1,00",5,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","2,00","5,00","9,00","4,33","4,25","4,33","4,00","4,33","5,75","14,00"
513,"12,00",2,1,4,2,"1,00",5,"0,00","0,00","0,00","1,00","0,00","0,00","0,00",#NULL!,"1,00","10,00","3,67","3,50","5,00",#NULL!,"3,00","5,75","6,00"
517,"14,00",2,3,2,2,"1,00",2,"1,00","1,00","1,00","1,00","1,00","1,00","0,00","5,00","6,00","8,00",#NULL!,"5,00","5,00","4,00","4,67","6,00",#NULL!
538,"12,00",2,2,6,2,"1,00",2,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","8,00","6,00","7,00","3,67","3,75","5,00","4,50",#NULL!,"5,75","14,00"
543,"11,00",2,1,2,2,"1,00",5,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","6,00","5,00","10,00","4,00","4,50","4,67","4,83","3,33","5,75","8,00"
545,"11,00",2,1,4,2,"1,00",2,"0,00","0,00","0,00","1,00","0,00","0,00","1,00","6,00","2,00","4,00","4,00","4,25","4,67","4,50","5,00","6,50",#NULL!
584,"14,00",2,4,2,2,"1,00",2,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","8,00","5,00","12,00","3,33","4,50","4,33","4,17","4,00","6,50","6,00"
591,"15,00",2,2,4,2,"1,00",3,"0,00","0,00","0,00","1,00","0,00","0,00","0,00",#NULL!,"1,00","7,00",#NULL!,"3,50",#NULL!,#NULL!,#NULL!,"3,00",#NULL!
595,"12,00",2,1,2,2,"1,00",3,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","5,00","3,00","13,00","4,00",#NULL!,"3,67","4,00","3,00","5,50",#NULL!
609,"13,00",2,3,4,2,"1,00",3,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","13,00",#NULL!,"3,75","3,67","2,67","2,67","5,50","7,00"
641,"14,00",2,4,2,2,"1,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","10,00","3,00","8,00",#NULL!,"3,75","5,00","4,17","4,00","5,75","8,00"
642,"11,00",2,1,1,2,"1,00",4,"1,00","1,00","0,00","1,00","1,00","0,00","0,00","3,00","4,00","9,00",#NULL!,"3,50","4,67","3,83","3,33","5,00",#NULL!
665,"15,00",2,3,4,2,"1,00",4,"0,00","1,00","0,00","0,00","1,00","0,00","0,00","4,00","2,00","8,00",#NULL!,"4,00","4,33","4,17","3,67","6,75",#NULL!
686,"12,00",2,2,2,2,"1,00",2,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","11,00","1,00","13,00","5,00",#NULL!,"4,33","4,50","3,00","6,00","6,00"
687,"11,00",2,1,6,2,"1,00",3,"1,00","0,00","0,00","1,00","1,00","0,00","1,00","4,00","4,00","14,00",#NULL!,"4,50","4,67","3,50","4,00","6,25","11,00"
704,"13,00",2,2,2,2,"1,00",5,"0,00","0,00","0,00","1,00","0,00","0,00","1,00","4,00","2,00","10,00","3,33","4,00",#NULL!,#NULL!,"4,00","2,25","10,00"
709,"13,00",2,3,3,2,"1,00",3,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","4,00","1,00","7,00","4,00","2,75","4,00","3,67","4,33","4,00",#NULL!
737,"14,00",2,4,4,2,"1,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","8,00","2,00","15,00",#NULL!,"4,50","4,00","3,83","4,33","6,25",#NULL!
744,"12,00",2,2,2,2,"1,00",3,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","1,00","3,00","12,00","2,67","3,00","4,00","3,17",#NULL!,"5,25","9,00"
776,"11,00",2,1,2,2,"1,00",2,"0,00","1,00","0,00","1,00","0,00","0,00","1,00","1,00","3,00","7,00",#NULL!,"4,50","4,33","4,17","4,00","6,25","6,00"
802,"11,00",2,1,4,2,"1,00",2,"0,00","0,00","0,00","1,00","0,00","0,00","1,00","5,00","2,00","11,00",#NULL!,"4,25","4,00","3,50","3,00","5,25",#NULL!
841,"11,00",2,1,4,2,"1,00",4,"0,00","1,00","0,00","0,00","1,00","0,00","0,00","1,00","2,00","10,00","3,33","4,00","4,00","3,17","4,00","6,00","3,00"
6,"14,00",1,4,2,2,"1,00",3,"0,00","1,00","1,00","1,00","1,00","0,00","1,00","2,00","5,00","15,00","3,33","3,50","4,67","3,83","3,00","6,75",#NULL!
14,"14,00",1,4,2,2,"1,00",2,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","9,00","6,00","10,00","4,00","4,25","4,67","3,83","3,67","5,75",#NULL!
18,"14,00",1,4,4,2,"1,00",5,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","6,00","7,00","7,00","3,33","4,50","4,67","4,33","3,33","6,00","16,00"
34,"14,00",1,4,2,2,"1,00",2,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","7,00","3,00","14,00","3,33","4,25","4,00","2,83","3,67","4,50",#NULL!
40,"15,00",1,4,2,2,"1,00",2,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","7,00","3,00","7,00",#NULL!,"4,25","4,33","3,83","4,00","5,75","9,00"
42,"12,00",1,2,2,2,"1,00",3,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","18,00","4,00","11,00",#NULL!,"3,75","5,00","4,00","4,00","6,00",#NULL!
92,"14,00",1,3,2,2,"1,00",1,"0,00","0,00","1,00","0,00","0,00","0,00","0,00","8,00","1,00","8,00",#NULL!,"3,75","3,67","4,00","4,00","5,75",#NULL!
154,"14,00",1,3,2,2,"1,00",2,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","2,00","1,00","8,00","4,33","3,75","4,33","4,67","3,33","5,00","8,00"
187,"11,00",1,1,2,2,"1,00",2,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","2,00","4,00","7,00",#NULL!,"4,50","3,67","4,50","5,00","4,00","5,00"
190,"14,00",1,3,4,2,"1,00",4,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","5,00","3,00","9,00","4,00","4,00","4,33","4,17","4,00","5,75",#NULL!
273,"11,00",1,1,4,2,"1,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","4,00","2,00","10,00",#NULL!,"4,00","4,00","4,50","4,00","6,00","9,00"
326,"12,00",1,2,6,2,"1,00",1,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","2,00","1,00","13,00",#NULL!,"3,75","4,33","4,50","3,67","5,25",#NULL!
334,"14,00",1,4,2,2,"1,00",2,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","18,00","4,00","12,00","4,00","3,75","3,67","3,33","3,33","5,00",#NULL!
350,"12,00",1,2,2,2,"1,00",3,"0,00","1,00","1,00","1,00","1,00","0,00","1,00","7,00","5,00","16,00",#NULL!,"4,25","4,33","4,67","3,67","5,25",#NULL!
361,"11,00",1,1,4,2,"1,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","2,00","3,00","17,00","3,67","4,00","4,33","4,33","4,00","6,00","2,00"
394,"11,00",1,1,4,2,"1,00",2,"1,00","0,00","0,00","0,00","1,00","0,00","0,00","5,00","2,00","14,00","4,67","4,50","5,00","4,50","3,67","6,50","6,00"
424,"11,00",1,1,2,2,"1,00",2,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","2,00","1,00","17,00",#NULL!,"4,00","4,00",#NULL!,"3,33","5,75",#NULL!
431,"13,00",1,3,4,2,"1,00",6,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","6,00","1,00","11,00",#NULL!,"3,50","4,00","3,83","3,67","5,25","7,00"
465,"11,00",1,1,2,2,"1,00",4,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","2,00","2,00","14,00","3,00",#NULL!,#NULL!,#NULL!,"5,00","5,00","8,00"
500,"11,00",1,1,2,2,"1,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","4,00","2,00","15,00","4,33","4,25","2,00","3,00","3,33","3,75","12,00"
501,"14,00",1,4,4,2,"1,00",3,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","9,00","3,00","13,00",#NULL!,"3,25","4,33","4,17","2,67","5,25",#NULL!
